method,genre_set,arc_rmse,total_transition_cost,average_transition_cost,global_coherence,p90_transition,p95_transition,max_transition,dtw_shape,ratio_adherence_rmse,method_time_s,total_time_s
bibs_tempo_aware,groove+goth+dub,0.16043,130.43639,1.0961,0.72098,1.86956,2.35428,4.02431,11.57763,0.31906,6.4678,6.5428
bibs_alpha2,groove+goth+dub,0.16604,136.75145,1.14917,0.67134,2.23602,2.99256,4.31475,11.27251,0.31703,5.0329,5.1079
mm_beam_alpha2,groove+goth+dub,0.15375,99.9063,0.83955,0.85404,1.35694,1.60795,2.40468,10.42656,0.31531,0.3039,0.3789
bibs_traj_first,groove+goth+dub,0.16429,128.79407,1.0823,0.72509,1.91005,2.37082,4.53738,11.2652,0.31773,4.25343,4.32843
random,afrobeat+disco+synth-pop,0.17703,262.72058,2.20774,0.00941,3.29469,3.50706,4.09385,12.28516,0.31899,0.00023,0.05437
transition_greedy,afrobeat+disco+synth-pop,0.18719,93.17061,0.78295,0.84446,1.25102,1.61492,3.64394,12.37572,0.34667,0.00087,0.05503
arc_assignment,afrobeat+disco+synth-pop,0.06262,263.23345,2.21205,-0.01306,3.3464,3.54474,4.26205,3.62461,0.2834,0.001,0.05517
flexer_interp,afrobeat+disco+synth-pop,0.15389,257.08997,2.16042,0.04327,3.20609,3.45572,4.03252,9.75624,0.24748,0.0045,0.05867
forward_beam,afrobeat+disco+synth-pop,0.18953,98.15331,0.82482,0.83434,1.46993,1.80704,2.95561,11.7277,0.36384,0.21903,0.27313
mm_beam,afrobeat+disco+synth-pop,0.17188,96.72062,0.81278,0.84272,1.33619,1.76395,2.91737,10.35889,0.34647,0.41563,0.46973
greedy_arc_trans,afrobeat+disco+synth-pop,0.18049,95.94006,0.80622,0.83466,1.33844,1.77053,3.3945,11.56465,0.34781,0.00147,0.05557
bibs_current,afrobeat+disco+synth-pop,0.1765,126.51031,1.06311,0.69389,1.97153,2.83725,4.04866,11.98025,0.35504,0.0,0.05413
bibs_repair,afrobeat+disco+synth-pop,0.17592,119.91396,1.00768,0.7433,1.8189,2.43004,3.33761,11.98838,0.35528,0.12097,0.1751
bibs_stochastic,afrobeat+disco+synth-pop,0.178,132.06006,1.10975,0.67663,2.04449,2.82165,3.8843,11.8368,0.35352,0.0,0.05413
bibs_stoch_repair,afrobeat+disco+synth-pop,0.17842,120.77874,1.01495,0.75255,1.81378,2.17601,3.36706,11.90139,0.35358,0.13913,0.19333
bibs_parallel,afrobeat+disco+synth-pop,0.16638,159.75837,1.34251,0.57272,2.43765,2.70236,4.21839,11.13427,0.33244,0.02477,0.07893
mm_beam_stochastic,afrobeat+disco+synth-pop,0.17188,96.72062,0.81278,0.84272,1.33619,1.76395,2.91737,10.35889,0.34647,0.0,0.05413
mm_beam_stochastic_repair,afrobeat+disco+synth-pop,0.17182,96.25423,0.80886,0.84648,1.32967,1.75041,2.59307,10.36719,0.34646,0.1845,0.23867
mm_beam_orch_stochastic,afrobeat+disco+synth-pop,0.17188,96.72062,0.81278,0.84272,1.33619,1.76395,2.91737,10.35889,0.34647,0.0,0.05413
mm_beam_orch_stochastic_repair,afrobeat+disco+synth-pop,0.17182,96.25423,0.80886,0.84648,1.32967,1.75041,2.59307,10.36719,0.34646,0.16507,0.2192
bibs_tempo_aware,afrobeat+disco+synth-pop,0.17729,121.91351,1.02448,0.73073,1.79081,2.36216,3.59539,11.85515,0.35267,4.2154,4.26953
bibs_alpha2,afrobeat+disco+synth-pop,0.18254,130.41554,1.09593,0.67308,2.29201,2.99966,3.89296,12.26333,0.35299,4.0526,4.10673
mm_beam_alpha2,afrobeat+disco+synth-pop,0.16912,99.19846,0.8336,0.83475,1.4669,1.75298,3.10492,10.57853,0.34323,0.32683,0.381
bibs_traj_first,afrobeat+disco+synth-pop,0.1765,126.51031,1.06311,0.69389,1.97153,2.83725,4.04866,11.98025,0.35504,4.0758,4.12993
random,iranian+idm+piano,0.25457,313.94566,2.6382,-0.02098,3.70916,4.03206,4.63109,18.10917,0.30846,0.00013,0.051
transition_greedy,iranian+idm+piano,0.25787,114.94731,0.96594,0.84527,1.50681,1.83456,3.18524,17.49305,0.32367,0.00053,0.0514
arc_assignment,iranian+idm+piano,0.16048,294.14274,2.47179,0.07333,3.63308,3.97721,4.89986,10.02307,0.2703,0.00107,0.05187
flexer_interp,iranian+idm+piano,0.19381,291.99526,2.45374,0.09349,3.61294,3.92263,4.75929,11.36124,0.20032,0.00303,0.05387
forward_beam,iranian+idm+piano,0.2384,119.29734,1.0025,0.83647,1.61742,1.86001,2.69525,15.49672,0.32901,0.21677,0.2676
mm_beam,iranian+idm+piano,0.23497,118.9998,1.0,0.83636,1.61154,1.85477,3.04839,14.15586,0.3175,0.45243,0.5033
greedy_arc_trans,iranian+idm+piano,0.22521,116.02485,0.975,0.84451,1.56865,1.86856,2.95159,16.20092,0.30354,0.00103,0.05187
bibs_current,iranian+idm+piano,0.23436,150.84209,1.26758,0.70588,2.18332,3.03947,4.43564,16.24593,0.33234,0.0,0.05083
bibs_repair,iranian+idm+piano,0.2339,144.02867,1.21032,0.75478,2.08251,2.49833,3.31892,16.14055,0.3325,0.15057,0.20143
bibs_stochastic,iranian+idm+piano,0.23053,149.96122,1.26018,0.70213,2.30453,3.22997,4.23854,15.64155,0.32404,0.0,0.05083
bibs_stoch_repair,iranian+idm+piano,0.23058,141.96825,1.19301,0.75682,2.01433,2.4259,3.38201,15.73396,0.32413,0.12017,0.17103
bibs_parallel,iranian+idm+piano,0.21924,204.11938,1.71529,0.5065,2.9592,3.29055,4.59603,16.07418,0.31783,0.0186,0.06947
mm_beam_stochastic,iranian+idm+piano,0.23497,118.9998,1.0,0.83636,1.61154,1.85477,3.04839,14.15586,0.3175,0.0,0.05083
mm_beam_stochastic_repair,iranian+idm+piano,0.23461,118.225,0.99349,0.84063,1.60029,1.84536,2.73066,14.16001,0.31725,0.16823,0.21907
mm_beam_orch_stochastic,iranian+idm+piano,0.23497,118.9998,1.0,0.83636,1.61154,1.85477,3.04839,14.15586,0.3175,0.0,0.05083
mm_beam_orch_stochastic_repair,iranian+idm+piano,0.23461,118.225,0.99349,0.84063,1.60029,1.84536,2.73066,14.16001,0.31725,0.171,0.2218
bibs_tempo_aware,iranian+idm+piano,0.21989,148.02705,1.24392,0.71071,2.23452,3.05638,4.62135,15.43443,0.32286,4.35763,4.40847
bibs_alpha2,iranian+idm+piano,0.21929,156.94831,1.31889,0.6735,2.57756,3.2261,4.19345,15.37085,0.3312,4.16433,4.21513
mm_beam_alpha2,iranian+idm+piano,0.23581,122.7782,1.03175,0.82466,1.68597,1.95399,3.20955,14.80129,0.32228,0.33727,0.38813
bibs_traj_first,iranian+idm+piano,0.23436,150.84209,1.26758,0.70588,2.18332,3.03947,4.43564,16.24593,0.33234,3.96983,4.02063
random,hip-hop+latino+latin,0.16478,272.13531,2.28685,-0.01856,3.40462,3.70409,4.17174,12.20329,0.32047,0.00013,0.04537
transition_greedy,hip-hop+latino+latin,0.16966,87.37532,0.73425,0.87744,1.16643,1.5048,3.0744,11.91638,0.33082,0.0007,0.04593
arc_assignment,hip-hop+latino+latin,0.07515,250.88017,2.10824,0.12079,3.1728,3.38349,3.9364,4.13551,0.28071,0.0009,0.04613
flexer_interp,hip-hop+latino+latin,0.13694,268.63667,2.25745,0.00849,3.2766,3.49623,4.0371,9.36996,0.23928,0.00403,0.04927
forward_beam,hip-hop+latino+latin,0.16665,92.94165,0.78102,0.85562,1.31433,1.55483,3.53273,11.46774,0.34528,0.20423,0.2494
mm_beam,hip-hop+latino+latin,0.15293,90.69113,0.76211,0.87054,1.27882,1.50789,2.44634,10.58044,0.33111,0.39767,0.4429
greedy_arc_trans,hip-hop+latino+latin,0.15947,91.16326,0.76608,0.85369,1.23888,1.64584,3.76469,11.39155,0.33517,0.00157,0.04677
bibs_current,hip-hop+latino+latin,0.15256,121.99296,1.02515,0.72825,1.97918,2.56266,3.91761,10.96927,0.33215,0.0,0.04523
bibs_repair,hip-hop+latino+latin,0.15276,115.2167,0.96821,0.78047,1.7709,2.15061,3.16053,11.10038,0.33222,0.12423,0.16947
bibs_stochastic,hip-hop+latino+latin,0.15777,126.06119,1.05934,0.69163,2.15223,2.8064,4.23852,11.86573,0.33311,0.0,0.04523
bibs_stoch_repair,hip-hop+latino+latin,0.15574,116.01776,0.97494,0.7702,1.82571,2.32698,3.13155,11.89762,0.33317,0.11957,0.16477
bibs_parallel,hip-hop+latino+latin,0.15165,174.7158,1.4682,0.51218,2.54471,2.94329,3.82536,11.37146,0.32333,0.0172,0.06243
mm_beam_stochastic,hip-hop+latino+latin,0.15293,90.69113,0.76211,0.87054,1.27882,1.50789,2.44634,10.58044,0.33111,0.0,0.04523
mm_beam_stochastic_repair,hip-hop+latino+latin,0.15278,89.93018,0.75572,0.87415,1.26904,1.50115,2.4212,10.56936,0.33099,0.14553,0.1907
mm_beam_orch_stochastic,hip-hop+latino+latin,0.15293,90.69113,0.76211,0.87054,1.27882,1.50789,2.44634,10.58044,0.33111,0.0,0.04523
mm_beam_orch_stochastic_repair,hip-hop+latino+latin,0.15278,89.93018,0.75572,0.87415,1.26904,1.50115,2.4212,10.56936,0.33099,0.15987,0.2051
bibs_tempo_aware,hip-hop+latino+latin,0.16207,120.63454,1.01374,0.73039,1.96501,2.58949,3.83754,11.69396,0.33807,4.576,4.62117
bibs_alpha2,hip-hop+latino+latin,0.16314,130.08412,1.09314,0.68548,2.17331,3.10764,4.06657,11.68056,0.3458,4.2083,4.25353
mm_beam_alpha2,hip-hop+latino+latin,0.16056,93.60629,0.78661,0.85935,1.38472,1.5382,2.68078,11.13679,0.32509,0.32263,0.3679
bibs_traj_first,hip-hop+latino+latin,0.15256,121.99296,1.02515,0.72825,1.97918,2.56266,3.91761,10.96927,0.33215,4.35607,4.40133
random,garage+goth+alt-rock,0.17699,264.46874,2.22243,-0.00953,3.26972,3.4605,4.05974,12.29568,0.31713,0.00017,0.03787
transition_greedy,garage+goth+alt-rock,0.17574,92.77382,0.77961,0.8488,1.27014,1.70543,3.41358,11.48611,0.3164,0.00057,0.0383
arc_assignment,garage+goth+alt-rock,0.09378,254.8679,2.14175,0.05495,3.16384,3.3847,4.03368,5.7098,0.25878,0.0011,0.0388
flexer_interp,garage+goth+alt-rock,0.13404,253.33603,2.12887,0.04782,3.27261,3.44038,4.21989,7.84184,0.2056,0.0036,0.04133
forward_beam,garage+goth+alt-rock,0.17705,96.72169,0.81279,0.84041,1.37753,1.68099,2.86629,11.47162,0.33527,0.20213,0.2398
mm_beam,garage+goth+alt-rock,0.16874,94.93453,0.79777,0.85161,1.3649,1.66361,2.45256,10.42618,0.32543,0.412,0.44967
greedy_arc_trans,garage+goth+alt-rock,0.16955,92.93897,0.781,0.85203,1.31536,1.6522,2.99707,11.55215,0.31415,0.00143,0.03913
bibs_current,garage+goth+alt-rock,0.17387,128.28534,1.07803,0.67854,2.02962,2.79501,4.47897,10.94787,0.33161,0.0,0.0377
bibs_repair,garage+goth+alt-rock,0.17423,118.34344,0.99448,0.75975,1.81262,2.24946,2.8756,11.05441,0.3317,0.15303,0.1907
bibs_stochastic,garage+goth+alt-rock,0.16904,127.47002,1.07118,0.68595,1.9994,2.71179,4.17295,11.41707,0.32828,0.0,0.0377
bibs_stoch_repair,garage+goth+alt-rock,0.16899,122.23832,1.02721,0.73477,1.90325,2.35574,3.47119,11.3801,0.32825,0.12347,0.16117
bibs_parallel,garage+goth+alt-rock,0.16243,166.03076,1.39522,0.53224,2.60635,2.95464,3.83758,11.13058,0.30453,0.0177,0.0554
mm_beam_stochastic,garage+goth+alt-rock,0.16874,94.93453,0.79777,0.85161,1.3649,1.66361,2.45256,10.42618,0.32543,0.0,0.0377
mm_beam_stochastic_repair,garage+goth+alt-rock,0.16873,94.64659,0.79535,0.8526,1.34709,1.66015,2.45256,10.43077,0.32539,0.1328,0.1705
mm_beam_orch_stochastic,garage+goth+alt-rock,0.16874,94.93453,0.79777,0.85161,1.3649,1.66361,2.45256,10.42618,0.32543,0.0,0.0377
mm_beam_orch_stochastic_repair,garage+goth+alt-rock,0.16873,94.64659,0.79535,0.8526,1.34709,1.66015,2.45256,10.43077,0.32539,0.1669,0.20457
bibs_tempo_aware,garage+goth+alt-rock,0.17063,123.96357,1.04171,0.71281,1.84288,2.45925,4.13605,11.66996,0.32847,4.53893,4.57663
bibs_alpha2,garage+goth+alt-rock,0.17546,130.00479,1.09248,0.67194,2.1304,2.91231,4.06508,11.61406,0.32737,4.0353,4.07297
mm_beam_alpha2,garage+goth+alt-rock,0.16858,98.59114,0.8285,0.83756,1.39849,1.76164,2.46486,10.56623,0.31898,0.29637,0.33407
bibs_traj_first,garage+goth+alt-rock,0.17384,125.13048,1.05152,0.68932,1.89747,2.75377,4.37212,11.43295,0.33292,4.02987,4.06757
random,rockabilly+salsa+r-n-b,0.16546,257.584,2.16457,0.0301,3.2626,3.51999,4.53579,12.08437,0.32107,0.0002,0.0553
transition_greedy,rockabilly+salsa+r-n-b,0.17723,90.31759,0.75897,0.8506,1.30752,1.61048,3.68693,11.47319,0.34517,0.00087,0.05603
arc_assignment,rockabilly+salsa+r-n-b,0.08513,255.02432,2.14306,0.05221,3.25047,3.41936,4.23872,4.72932,0.28211,0.00093,0.05607
flexer_interp,rockabilly+salsa+r-n-b,0.14151,264.72932,2.22462,-0.0129,3.31936,3.5048,4.2783,9.81565,0.22029,0.00387,0.059
forward_beam,rockabilly+salsa+r-n-b,0.15977,94.34,0.79277,0.84577,1.42472,1.73973,2.79447,11.1359,0.35373,0.2219,0.27703
mm_beam,rockabilly+salsa+r-n-b,0.15118,91.28228,0.76708,0.8595,1.34592,1.6312,2.47969,9.66888,0.32687,0.4849,0.54003
greedy_arc_trans,rockabilly+salsa+r-n-b,0.15981,90.02611,0.75652,0.86015,1.26341,1.64975,2.86093,10.87106,0.35415,0.0015,0.05663
bibs_current,rockabilly+salsa+r-n-b,0.16169,125.66405,1.056,0.67877,1.84877,3.10144,4.33655,11.28058,0.34905,0.0,0.05517
bibs_repair,rockabilly+salsa+r-n-b,0.16165,116.51574,0.97912,0.75143,1.74251,2.29566,3.71791,11.36138,0.34918,0.14823,0.20337
bibs_stochastic,rockabilly+salsa+r-n-b,0.15769,122.1147,1.02617,0.71453,1.8623,2.56349,4.13155,11.22343,0.34998,0.0,0.05517
bibs_stoch_repair,rockabilly+salsa+r-n-b,0.15689,116.67521,0.98046,0.75758,1.74236,2.26377,2.93099,11.25495,0.35,0.148,0.2031
bibs_parallel,rockabilly+salsa+r-n-b,0.15981,168.41098,1.41522,0.51535,2.58501,2.8799,3.79861,11.05428,0.32721,0.022,0.07713
mm_beam_stochastic,rockabilly+salsa+r-n-b,0.15118,91.28228,0.76708,0.8595,1.34592,1.6312,2.47969,9.66888,0.32687,0.0,0.05517
mm_beam_stochastic_repair,rockabilly+salsa+r-n-b,0.15116,91.11323,0.76566,0.85957,1.3424,1.56899,2.63624,9.69188,0.32677,0.15417,0.2093
mm_beam_orch_stochastic,rockabilly+salsa+r-n-b,0.15118,91.28228,0.76708,0.8595,1.34592,1.6312,2.47969,9.66888,0.32687,0.0,0.05517
mm_beam_orch_stochastic_repair,rockabilly+salsa+r-n-b,0.15116,91.11323,0.76566,0.85957,1.3424,1.56899,2.63624,9.69188,0.32677,0.1742,0.22937
bibs_tempo_aware,rockabilly+salsa+r-n-b,0.16223,125.0352,1.05072,0.68645,1.92501,2.80894,4.02969,11.43147,0.34775,5.1657,5.22083
bibs_alpha2,rockabilly+salsa+r-n-b,0.16006,126.53963,1.06336,0.67674,2.06277,2.9952,4.31721,11.07431,0.35174,5.85267,5.90777
mm_beam_alpha2,rockabilly+salsa+r-n-b,0.15845,95.79915,0.80503,0.84241,1.44652,1.64593,2.87608,10.66444,0.33593,0.4017,0.4568
bibs_traj_first,rockabilly+salsa+r-n-b,0.16169,125.66405,1.056,0.67877,1.84877,3.10144,4.33655,11.28058,0.34905,6.148,6.20313
random,children+r-n-b+rock-n-roll,0.18069,252.94137,2.12556,-0.0199,3.24862,3.55249,4.13067,12.97816,0.2999,0.00013,0.03197
transition_greedy,children+r-n-b+rock-n-roll,0.19211,90.18074,0.75782,0.84515,1.26978,1.55897,3.05732,13.08008,0.32485,0.0004,0.03227
arc_assignment,children+r-n-b+rock-n-roll,0.0987,239.35412,2.01138,0.0628,3.20057,3.47092,4.21928,5.97074,0.24868,0.0007,0.03257
flexer_interp,children+r-n-b+rock-n-roll,0.12889,245.03264,2.0591,0.0219,3.17493,3.52847,4.10779,8.09605,0.20511,0.0025,0.03433
forward_beam,children+r-n-b+rock-n-roll,0.18977,95.97092,0.80648,0.82301,1.38176,1.69074,3.13955,13.1599,0.33708,0.12313,0.155
mm_beam,children+r-n-b+rock-n-roll,0.19009,94.71331,0.79591,0.83735,1.40014,1.61216,2.53975,12.32178,0.3274,0.23883,0.2707
greedy_arc_trans,children+r-n-b+rock-n-roll,0.18876,95.23075,0.80026,0.81984,1.26951,1.72159,3.74409,13.05144,0.33213,0.00073,0.0326
bibs_current,children+r-n-b+rock-n-roll,0.17887,121.25702,1.01897,0.69678,1.80312,2.42884,4.03291,12.76594,0.32781,0.0,0.03187
bibs_repair,children+r-n-b+rock-n-roll,0.1784,113.26097,0.95177,0.76409,1.62903,1.91658,3.04816,12.70376,0.32783,0.11063,0.14247
bibs_stochastic,children+r-n-b+rock-n-roll,0.18046,125.89218,1.05792,0.66063,1.89933,2.61469,4.42021,13.14673,0.33405,0.0,0.03187
bibs_stoch_repair,children+r-n-b+rock-n-roll,0.18037,116.91154,0.98245,0.74396,1.79578,2.16491,2.98899,12.97421,0.33409,0.1469,0.17877
bibs_parallel,children+r-n-b+rock-n-roll,0.16548,161.84297,1.36002,0.52253,2.44524,2.86613,3.79576,12.03761,0.30227,0.02437,0.0562
mm_beam_stochastic,children+r-n-b+rock-n-roll,0.19009,94.71331,0.79591,0.83735,1.40014,1.61216,2.53975,12.32178,0.3274,0.0,0.03187
mm_beam_stochastic_repair,children+r-n-b+rock-n-roll,0.18991,94.30286,0.79246,0.84059,1.3982,1.58944,2.20411,12.32328,0.32745,0.13797,0.16983
mm_beam_orch_stochastic,children+r-n-b+rock-n-roll,0.19009,94.71331,0.79591,0.83735,1.40014,1.61216,2.53975,12.32178,0.3274,0.0,0.03187
mm_beam_orch_stochastic_repair,children+r-n-b+rock-n-roll,0.18991,94.30286,0.79246,0.84059,1.3982,1.58944,2.20411,12.32328,0.32745,0.10737,0.1392
bibs_tempo_aware,children+r-n-b+rock-n-roll,0.17506,123.67125,1.03925,0.68117,2.0403,2.62127,4.02768,12.70661,0.32527,3.22673,3.2586
bibs_alpha2,children+r-n-b+rock-n-roll,0.18256,135.22822,1.13637,0.59547,2.42841,3.11508,4.28742,12.82768,0.33234,2.87933,2.9112
mm_beam_alpha2,children+r-n-b+rock-n-roll,0.18622,98.02654,0.82375,0.81654,1.44444,1.78692,2.8581,11.62934,0.31933,0.23813,0.27
bibs_traj_first,children+r-n-b+rock-n-roll,0.17887,121.25702,1.01897,0.69678,1.80312,2.42884,4.03291,12.76594,0.32781,2.86277,2.89467
random,country+j-pop+swedish,0.19101,255.1848,2.14441,0.03309,3.20438,3.55175,4.25463,14.02256,0.32937,0.00013,0.02503
transition_greedy,country+j-pop+swedish,0.20325,88.75346,0.74583,0.85364,1.30636,1.60673,3.21772,13.91558,0.36341,0.0004,0.0253
arc_assignment,country+j-pop+swedish,0.09483,233.85389,1.96516,0.16985,3.05829,3.2647,4.25055,4.82803,0.23952,0.00053,0.0254
flexer_interp,country+j-pop+swedish,0.13552,249.49119,2.09656,0.06159,3.20769,3.44297,4.24856,9.27557,0.19298,0.00223,0.02713
forward_beam,country+j-pop+swedish,0.19191,93.45974,0.78538,0.8378,1.33767,1.74877,3.36444,13.2928,0.36583,0.12427,0.14917
mm_beam,country+j-pop+swedish,0.18131,91.17133,0.76615,0.85227,1.34279,1.64842,3.05208,12.24772,0.33143,0.23737,0.26223
greedy_arc_trans,country+j-pop+swedish,0.17961,87.78294,0.73767,0.86643,1.25122,1.61556,2.52326,12.72447,0.33494,0.00073,0.02563
bibs_current,country+j-pop+swedish,0.18982,123.86661,1.0409,0.69142,2.05842,2.9573,3.89746,13.79035,0.35612,0.0,0.02487
bibs_repair,country+j-pop+swedish,0.18901,113.62628,0.95484,0.76329,1.7332,2.15778,3.50873,13.60183,0.35538,0.10547,0.13037
bibs_stochastic,country+j-pop+swedish,0.18947,124.73286,1.04818,0.70015,1.89528,2.75407,3.82985,13.40761,0.36399,0.0,0.02487
bibs_stoch_repair,country+j-pop+swedish,0.19061,117.81195,0.99002,0.75198,1.80979,2.16879,3.22775,13.4749,0.36371,0.09657,0.12143
bibs_parallel,country+j-pop+swedish,0.17278,168.68037,1.41748,0.50965,2.53866,2.96536,4.11476,12.85292,0.31335,0.016,0.0409
mm_beam_stochastic,country+j-pop+swedish,0.18131,91.17133,0.76615,0.85227,1.34279,1.64842,3.05208,12.24772,0.33143,0.0,0.02487
mm_beam_stochastic_repair,country+j-pop+swedish,0.18107,90.60333,0.76137,0.85824,1.35286,1.64908,2.43683,12.24757,0.33126,0.1071,0.132
mm_beam_orch_stochastic,country+j-pop+swedish,0.18131,91.17133,0.76615,0.85227,1.34279,1.64842,3.05208,12.24772,0.33143,0.0,0.02487
mm_beam_orch_stochastic_repair,country+j-pop+swedish,0.18107,90.60333,0.76137,0.85824,1.35286,1.64908,2.43683,12.24757,0.33126,0.1104,0.13523
bibs_tempo_aware,country+j-pop+swedish,0.18509,127.99328,1.07557,0.66029,2.18787,3.0921,4.1716,13.50541,0.35397,3.1007,3.12557
bibs_alpha2,country+j-pop+swedish,0.18627,126.83069,1.0658,0.67518,2.14287,2.96335,3.98277,13.86008,0.35418,2.90227,2.9271
mm_beam_alpha2,country+j-pop+swedish,0.17577,94.64535,0.79534,0.83976,1.39857,1.7213,3.03565,11.832,0.32742,0.24007,0.265
bibs_traj_first,country+j-pop+swedish,0.18982,123.86661,1.0409,0.69142,2.05842,2.9573,3.89746,13.79035,0.35612,2.90813,2.933
random,turkish+electro+indie,0.1787,266.12134,2.23631,0.05082,3.28386,3.49476,4.12938,12.38849,0.30155,0.00013,0.02657
transition_greedy,turkish+electro+indie,0.1907,95.33633,0.80115,0.86079,1.23454,1.61849,2.81113,12.55217,0.32312,0.00043,0.0269
arc_assignment,turkish+electro+indie,0.09041,265.3346,2.2297,0.05802,3.31346,3.44634,4.25137,5.66874,0.24143,0.00063,0.0271
flexer_interp,turkish+electro+indie,0.13245,270.57942,2.27378,0.0203,3.41715,3.66204,4.23835,8.44011,0.19853,0.0021,0.02853
forward_beam,turkish+electro+indie,0.17458,101.49225,0.85288,0.84364,1.39503,1.67024,3.207,11.79025,0.32037,0.11543,0.14187
mm_beam,turkish+electro+indie,0.16199,101.60954,0.85386,0.84643,1.41803,1.75813,2.61823,10.92275,0.29708,0.26873,0.2952
greedy_arc_trans,turkish+electro+indie,0.17741,99.01568,0.83206,0.84838,1.40427,1.76816,2.94767,12.35795,0.32288,0.00077,0.02727
bibs_current,turkish+electro+indie,0.16633,128.57024,1.08042,0.71816,1.96646,2.6823,4.23148,11.99819,0.30926,0.0,0.02647
bibs_repair,turkish+electro+indie,0.16627,120.8627,1.01565,0.76942,1.85068,2.27662,3.25522,11.9425,0.30896,0.10597,0.1324
bibs_stochastic,turkish+electro+indie,0.17578,135.68748,1.14023,0.67016,2.1283,3.24097,4.3695,12.52021,0.31402,0.0,0.02647
bibs_stoch_repair,turkish+electro+indie,0.17602,124.47803,1.04603,0.75158,1.74849,2.39991,3.63577,12.4004,0.31394,0.09363,0.1201
bibs_parallel,turkish+electro+indie,0.15809,177.60473,1.49248,0.52267,2.6287,2.91461,3.88648,11.35428,0.29588,0.01463,0.0411
mm_beam_stochastic,turkish+electro+indie,0.16199,101.60954,0.85386,0.84643,1.41803,1.75813,2.61823,10.92275,0.29708,0.0,0.02647
mm_beam_stochastic_repair,turkish+electro+indie,0.16193,101.31091,0.85135,0.84791,1.4138,1.74093,2.66854,10.91652,0.29712,0.10707,0.13357
mm_beam_orch_stochastic,turkish+electro+indie,0.16199,101.60954,0.85386,0.84643,1.41803,1.75813,2.61823,10.92275,0.29708,0.0,0.02647
mm_beam_orch_stochastic_repair,turkish+electro+indie,0.16193,101.31091,0.85135,0.84791,1.4138,1.74093,2.66854,10.91652,0.29712,0.1057,0.1322
bibs_tempo_aware,turkish+electro+indie,0.16414,132.62281,1.11448,0.69235,2.08353,2.93228,4.07796,11.7612,0.31399,3.21527,3.24173
bibs_alpha2,turkish+electro+indie,0.17534,132.35788,1.11225,0.70125,1.98626,2.88609,3.83592,11.98125,0.31835,3.00913,3.03567
mm_beam_alpha2,turkish+electro+indie,0.17055,104.89828,0.8815,0.83093,1.42289,1.77957,3.42247,11.20711,0.30416,0.24553,0.27203
bibs_traj_first,turkish+electro+indie,0.16633,128.57024,1.08042,0.71816,1.96646,2.6823,4.23148,11.99819,0.30926,3.01813,3.04463
random,world-music+gospel+german,0.22908,287.15596,2.41308,-0.03573,3.52148,3.86017,4.68859,17.04223,0.35407,0.00023,0.03303
transition_greedy,world-music+gospel+german,0.21954,101.14951,0.85,0.83802,1.50999,1.8434,3.7615,14.54624,0.37727,0.0006,0.0334
arc_assignment,world-music+gospel+german,0.10011,260.15576,2.18618,0.14749,3.22989,3.47866,4.24765,5.71693,0.26761,0.00067,0.03343
flexer_interp,world-music+gospel+german,0.17976,267.90512,2.2513,0.0781,3.36802,3.61467,4.86536,11.35582,0.21846,0.00273,0.0355
forward_beam,world-music+gospel+german,0.20504,106.68346,0.8965,0.82795,1.61626,1.90161,3.07068,13.39389,0.38248,0.14277,0.1756
mm_beam,world-music+gospel+german,0.20048,104.58495,0.87887,0.83889,1.52413,1.90814,2.91194,12.34822,0.34511,0.2586,0.2914
greedy_arc_trans,world-music+gospel+german,0.21466,101.23261,0.85069,0.84653,1.50835,1.74367,3.16843,15.15657,0.36807,0.0008,0.03357
bibs_current,world-music+gospel+german,0.19355,142.91809,1.20099,0.65223,2.37697,3.04743,4.30476,13.45996,0.36012,0.0,0.03277
bibs_repair,world-music+gospel+german,0.19443,134.05028,1.12647,0.71819,2.11459,2.72478,3.60906,13.46394,0.36048,0.11123,0.144
bibs_stochastic,world-music+gospel+german,0.20555,139.01808,1.16822,0.67912,2.1857,2.992,4.2126,14.27508,0.37316,0.0,0.03277
bibs_stoch_repair,world-music+gospel+german,0.20225,131.94421,1.10877,0.72975,2.08096,2.5762,3.32279,14.06933,0.3729,0.09693,0.12977
bibs_parallel,world-music+gospel+german,0.17707,175.05187,1.47102,0.5688,2.52906,2.86639,4.13212,12.88694,0.31872,0.01513,0.04793
mm_beam_stochastic,world-music+gospel+german,0.20048,104.58495,0.87887,0.83889,1.52413,1.90814,2.91194,12.34822,0.34511,0.0,0.03277
mm_beam_stochastic_repair,world-music+gospel+german,0.20056,104.18664,0.87552,0.84146,1.54647,1.81385,2.75846,12.34942,0.34517,0.11107,0.14387
mm_beam_orch_stochastic,world-music+gospel+german,0.20048,104.58495,0.87887,0.83889,1.52413,1.90814,2.91194,12.34822,0.34511,0.0,0.03277
mm_beam_orch_stochastic_repair,world-music+gospel+german,0.20056,104.18664,0.87552,0.84146,1.54647,1.81385,2.75846,12.34942,0.34517,0.11107,0.14387
bibs_tempo_aware,world-music+gospel+german,0.19303,134.33815,1.12889,0.69513,2.01372,2.72528,4.52508,13.47632,0.36769,3.2895,3.32233
bibs_alpha2,world-music+gospel+german,0.19237,140.7154,1.18248,0.6756,2.3755,2.9945,4.26438,13.3895,0.36116,3.14827,3.1811
