position,track_index,track_id,track_name,artists,track_genre,EV_score,tempo,camelot,energy,valence,key,mode,time_signature,loudness,acousticness,instrumentalness,liveness,speechiness
0,149,1LATi1QmWT9eUWmrLi1Onk,Blue Banisters,Lana Del Rey,pop,0.20063620640527075,90.945,7B,0.114,0.172,5,1,1,-13.171,0.937,4.73e-05,0.104,0.041
1,154,30v27OarRyhvCNNwlJYYU0,Have Yourself A Merry Little Christmas,Sam Smith,pop,0.2896934931683961,75.25,7B,0.178,0.344,5,1,1,-9.402,0.957,1.1e-06,0.316,0.0414
2,157,1SWliBgqzayYYnvmxwbouX,Happier Than Ever,Billie Eilish,pop,0.2609980416511239,72.535,8B,0.238,0.303,0,1,3,-8.802,0.741,0.00193,0.128,0.0389
3,265,7oN0Wo7sCVvXPdpxoio3JM,Kali Kali Zulfon Ke (Lo-Fi),Madhur Sharma,pop,0.34322667804507623,76.739,9B,0.491,0.106,7,1,3,-7.039,0.837,1.39e-06,0.111,0.0392
4,110,1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,pop,0.2730672724112576,71.884,8A,0.329,0.266,9,0,3,-12.603,0.818,0.00109,0.135,0.0441
5,72,3lNIknH3h8S5xce8H0z5QA,Happiness is a butterfly,Lana Del Rey,pop,0.22049502243539104,70.499,10B,0.119,0.156,2,1,4,-10.99,0.969,1.4e-06,0.0973,0.0401
6,124,6Oq4lIhSSYdA6WuXU9sPeG,Baarish Lete Aana,Darshan Raval,pop,0.34586667123741344,67.018,10B,0.35,0.318,2,1,4,-8.937,0.838,0.0,0.108,0.0248
7,108,6X7pjnNm5dHSUot6hp3KFU,Lover,Taylor Swift,pop,0.3841020529110441,68.505,9B,0.543,0.453,7,1,4,-7.582,0.492,1.57e-05,0.118,0.0915
8,9,3AYtDDIbG4DQxnEFELeFag,willow,Taylor Swift,pop,0.42315286265979174,80.961,9B,0.579,0.549,7,1,4,-9.195,0.835,0.00179,0.145,0.164
9,270,6TFESXMfJJWwccviaxGAMa,Humsafar,Akhil Sachdeva;Mansheel Gujral,pop,0.3702492329805452,93.991,9B,0.552,0.221,7,1,4,-6.401,0.719,0.0,0.144,0.0307
10,259,3jf5303mzzJ96O8xFTcEn4,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,pop,0.3874533625191921,90.831,10B,0.467,0.193,2,1,4,-4.904,0.68,0.0,0.135,0.0327
11,208,4IutCwE0y4Zei7ZKdGiaK8,"Season Of The Witch - From The Motion Picture ""Scary Stories To Tell In The Dark""",Lana Del Rey,pop,0.34483636090972897,95.987,10B,0.205,0.352,2,1,4,-14.173,0.895,0.0275,0.114,0.0403
12,276,6R4KHRnMXQEZtb1qXoNX1e,Eppudo Ninnu,Vishal Chandrashekhar;Yazin Nizar,pop,0.5174611017827042,89.993,10B,0.447,0.619,2,1,4,-9.609,0.568,0.0,0.127,0.104
13,207,57jOEZtoLQK4zF2x55bdkp,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli;Arijit Singh;Neha Kakkar,pop,0.4797178561985338,87.029,9B,0.382,0.499,7,1,4,-8.237,0.585,0.0,0.128,0.0466
14,269,5cfKBuE5XKtlaNOVjQwA9H,"Kadhaippoma (From ""Oh My Kadavule"")",Leon James;Sid Sriram,pop,0.42805508984234664,90.012,9B,0.577,0.157,7,1,4,-6.674,0.451,3.98e-06,0.264,0.0432
15,229,1L3Nsi7YXtBxTdnbqektia,Hawa Banke,Darshan Raval,pop,0.5235163060078782,90.078,6A,0.598,0.5,7,0,4,-6.6,0.616,0.0,0.299,0.0373
16,146,6Sflud15ff1KqBzg6wj78S,Kabhii Tumhhe,Javed-Mohsin;Darshan Raval,pop,0.43828041272163726,96.981,6A,0.338,0.451,7,0,4,-7.478,0.864,4.41e-06,0.133,0.027
17,183,0OfaueVeRebAfWsAHajj3z,Tera Zikr,Darshan Raval,pop,0.48002035573052576,102.944,8A,0.47,0.459,9,0,4,-8.441,0.823,1.87e-06,0.138,0.0344
18,11,3DctSNSBYAo95RsDolNRr5,Unstable,Justin Bieber;The Kid LAROI,pop,0.3732732567763118,99.757,9A,0.333,0.37,4,0,4,-10.109,0.737,0.0,0.112,0.0288
19,47,6E9UwSfT80age2xknoMS7Y,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev;Jubin Nautiyal,pop,0.395871122423327,90.076,9A,0.401,0.345,4,0,4,-7.018,0.629,1.17e-05,0.154,0.0241
20,238,06YVd30bpfbyLnfNp4Lsnf,Tum Chhupa Na Sakogi,Prashant Katheriya,pop,0.3600383669951046,80.99,9A,0.229,0.641,4,0,4,-11.711,0.88,0.0228,0.257,0.035
21,237,4sRcdrQrFilYpMIybCwgKU,Yeh Jism,Ali Azmat,pop,0.3677986912991826,78.023,9A,0.451,0.223,4,0,4,-10.246,0.133,1.23e-05,0.122,0.0344
22,58,40a42KKcVcnqT3Wz24INIm,Enna Solla Pogirai,Shankar Mahadevan,pop,0.4125871462916127,82.013,9A,0.438,0.331,4,0,4,-13.101,0.0303,9.1e-06,0.0862,0.164
23,272,6PO6EnP2QoP4vN27KmKvrj,Nah They Can’t,Prem Dhillon,pop,0.47757040712650956,92.937,9A,0.623,0.266,4,0,4,-6.724,0.0893,0.0,0.205,0.0867
24,41,3CzEMZd3QhEFlvWIayxvm9,2step,Ed Sheeran;Lil Baby,pop,0.5628222983592355,95.055,9A,0.643,0.477,4,0,4,-5.867,0.138,0.0,0.108,0.0828
25,225,0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar;Arijit Singh;Jaideep Sahni,pop,0.5876896042914117,96.953,9A,0.784,0.26,4,0,4,-5.207,0.11,2.84e-06,0.227,0.0519
26,92,4roFMBSQp7W4fYVxKMmhA5,Junoon,Mitraz,pop,0.46361468929201194,107.988,9A,0.593,0.211,4,0,4,-7.982,0.2,0.0,0.0833,0.0378
27,1,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,pop,0.3885556147302323,107.989,12B,0.379,0.201,4,1,4,-10.48,0.607,0.000464,0.0986,0.0476
28,0,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,pop,0.40960235436192277,124.148,12B,0.373,0.0823,4,1,4,-9.389,0.785,0.0,0.0906,0.05
29,65,1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,pop,0.3193618000774568,114.089,1B,0.302,0.123,11,1,4,-9.214,0.629,7.83e-05,0.104,0.0372
30,87,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish;Khalid,pop,0.2890816810375953,115.284,9A,0.296,0.12,4,0,4,-10.109,0.934,0.0,0.095,0.0333
31,246,2fLY3sJdbXHDj7FaQHNqKg,TV,Billie Eilish,pop,0.2742741288552614,140.214,9A,0.236,0.119,4,0,4,-15.159,0.83,0.00653,0.147,0.0379
32,165,1cmZbGkCEVVAck2MsWpPYQ,Hasi - Female Version,Ami Mishra;Shreya Ghoshal,pop,0.5210433274333954,143.901,9A,0.485,0.407,4,0,4,-6.438,0.927,0.000466,0.159,0.0269
33,52,0zuqABAUKs8WLVq8vCmfst,Sun Saathiya,Priya Saraiya;Divya Kumar,pop,0.4990286317520566,144.062,8A,0.668,0.263,9,0,4,-7.795,0.604,0.000145,0.141,0.0373
34,137,7eLvCsLfaeSHeezjOwJ96E,Yummy,Justin Bieber,pop,0.5915952445616494,145.843,8A,0.506,0.497,9,0,4,-6.652,0.345,0.0,0.118,0.0964
35,247,6EB454nVg2u6sbeCvWAPej,"Yaanji - From ""Vikram Vedha""",Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,pop,0.6049943110840633,132.896,8A,0.624,0.487,9,0,4,-6.492,0.368,0.0,0.108,0.0337
36,282,1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,pop,0.4992100489412203,135.917,8A,0.534,0.193,9,0,4,-6.719,0.106,1.76e-05,0.0607,0.0386
37,163,4JWlQ6skcm0SuztTiapWeo,How Would You Feel (Paean),Ed Sheeran,pop,0.5057888169753966,139.983,11B,0.439,0.242,9,1,4,-5.63,0.424,0.0,0.127,0.0269
38,281,7CsVUx8DOETj51yPK153Id,Green Eyes,Coldplay,pop,0.44796343346433015,129.543,11B,0.405,0.233,9,1,4,-8.607,0.539,6.7e-06,0.231,0.0265
39,184,6fBMKVPDNNdnKzaW4Hvu2M,Everyday Life,Coldplay,pop,0.42029375035589533,124.103,10B,0.452,0.235,2,1,4,-8.991,0.775,0.0818,0.065,0.0292
40,256,1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,pop,0.40690357527983706,137.839,10B,0.464,0.15,2,1,4,-6.975,0.452,0.0,0.109,0.0404
41,33,5w0Xpt2YHT2Y3z3e4UUJP7,Kaise Hua,Vishal Mishra,pop,0.4058337323434985,137.796,10B,0.467,0.162,2,1,4,-6.973,0.442,0.0,0.109,0.0411
42,226,0d5tgymZ98ERrAm8v01ltg,"Naa Tere Bin (From ""Ek Villain Returns"")",Tanishk Bagchi;Altamash Faridi,pop,0.4994510206748168,135.028,10B,0.453,0.384,2,1,4,-8.501,0.45,0.0,0.092,0.0307
43,50,6iH0uLBUSL8vcyiL8W9cRe,Christmas Lights,Coldplay,pop,0.3609157943889988,129.116,9B,0.418,0.237,7,1,4,-9.146,0.131,0.000679,0.0836,0.0299
44,177,5G7pZ8G8NFvS1MQ9H4L7dC,Pal,Javed-Mohsin;Arijit Singh;Shreya Ghoshal,pop,0.4836709426944603,133.885,6A,0.502,0.321,7,0,4,-7.016,0.71,0.0,0.0708,0.0325
45,63,3TmDnZuy3pHQbFJG5fRu2a,Doin' Time,Lana Del Rey,pop,0.5515473552844632,144.982,6A,0.559,0.523,7,0,4,-11.132,0.404,0.00402,0.0937,0.0355
46,159,25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,pop,0.5324271607612789,156.396,6A,0.728,0.311,7,0,4,-6.503,0.329,1.85e-05,0.329,0.0623
47,140,3dBlOhEY4xdQB2Ge4NzULx,Tere Jeya Hor Disda (LoFi),Madhur Sharma,pop,0.4224624224043173,171.988,6A,0.469,0.102,7,0,4,-8.404,0.794,0.0176,0.106,0.0528
48,161,7doebiokA0utWXWcw7rD82,Baarishon Mein,Darshan Raval,pop,0.4303286823775892,179.865,8B,0.34,0.314,0,1,4,-10.002,0.898,3.3e-06,0.0936,0.0357
49,211,1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,pop,0.44365432725903853,145.879,8B,0.292,0.37,0,1,4,-8.554,0.746,0.0,0.188,0.0323
50,262,66tlNiBE1g0a2IJgAkCIId,The Joker and the Queen,Ed Sheeran,pop,0.39605226574795604,134.019,8B,0.211,0.289,0,1,4,-9.975,0.952,5.24e-05,0.275,0.0315
51,121,2s694fZ36AJLuVnn3IBtFU,If You Lie Down With Me,Lana Del Rey,pop,0.4148475067631881,122.101,8B,0.346,0.187,0,1,4,-9.508,0.913,3.99e-05,0.104,0.036
52,74,173WXKU5s2XDjN8lJ3SDdb,The Lighthouse Keeper,Sam Smith,pop,0.33362342316932736,130.721,8B,0.17,0.315,0,1,3,-10.368,0.889,0.0,0.105,0.0451
53,55,5vX8Lsju18s8HnFNRSlwmj,Chupana Bhi Nahi Aata - Recreated Version,Stebin Ben,pop,0.4160065186410309,131.814,7A,0.249,0.274,2,0,3,-9.264,0.725,0.0,0.243,0.0287
54,57,0E25sMDvRSgBT2uTBhYlEn,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber;Usher,pop,0.36856392004827715,103.267,8A,0.426,0.152,9,0,3,-9.525,0.46,0.0,0.1,0.0297
55,290,576v1keY82NOPITMNu0wD2,Filhaal2 Mohabbat,B Praak;Akshay Kumar;Nupur Sanon;Ammy Virk,pop,0.48318222313060843,85.186,8A,0.578,0.274,9,0,4,-3.188,0.296,0.0,0.114,0.0343
56,128,3D6c6ALN1czsDf9wwZIGmh,Main Royaan,Tanveer Evan;Yasser Desai;Rajat Nagpal,pop,0.4103218613474816,77.985,11B,0.478,0.255,9,1,4,-7.377,0.439,0.0,0.097,0.0256
57,245,4nKc9yiwXWlEByq1oMfHU6,Dooriyan (feat. Kaprila),Dino James;Kaprila,pop,0.4441076782576941,91.969,11B,0.474,0.219,9,1,4,-10.109,0.528,0.0,0.104,0.08
58,166,58ynJq9eLLDChA3GNFJcDL,Channa Ve,Akhil Sachdeva;Mansheel Gujral,pop,0.5898044821710029,94.945,11B,0.696,0.606,9,1,4,-6.68,0.666,0.0,0.0931,0.0452
59,150,1GzgV0pRSUbenz25xWV2s8,Tauba (feat. Badshah),Payal Dev;Badshah,pop,0.5850181235343874,86.993,11B,0.56,0.684,9,1,4,-6.175,0.462,0.0,0.109,0.079
60,93,2tMoOS9grHtn4upzb4LwMG,"Adiye - From ""Bachelor""",Dhibu Ninan Thomas;Kapil Kapilan,pop,0.5125067958610396,90.038,8A,0.454,0.548,9,0,4,-7.843,0.445,0.0,0.136,0.167
61,213,09vHbIezp9NP31CZWysk3v,"Najaa (From ""Sooryavanshi"")",Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,pop,0.6645724409321797,93.97,8A,0.727,0.697,9,0,4,-5.028,0.0818,0.0,0.0824,0.051
62,103,5cjVsWqIkBQC7acTRhL0RO,Kamariya,Aastha Gill;Sachin Sanghvi;Jigar Saraiya;Divya Kumar,pop,0.6823305545214975,96.987,9A,0.666,0.763,4,0,4,-4.847,0.143,2.81e-06,0.237,0.0554
